Iowa DOT Case Number,Law Enforcement Case Number,Date of Crash,Month of Crash,Day of Week,Time of Crash,Hour,DOT District,City Name,County Name,Route with System,Location Description,First Harmful Event,Location of First Harmful Event,Manner of Crash/Collision,Major Cause,Drug or Alcohol ,Environmental Conditions,Light Conditions,Surface Conditions,Weather Conditions,Roadway Contribution,Roadway Type,Roadway Surface,Work Zone,Crash Severity,Number of Fatalities,Number of Injuries,Number of Major Injuries,Number of Minor Injuries,Number of Possible Injuries,Number of Unknown Injuries,Amount of Property Damage,Number of Vehicles Involved,Total Number of Occupants,Travel Direction,Location
20221291386,C22000947,03/10/2022,03-March,5-Thursday,08:05,0800 Hours,District 6 (East Central),CORALVILLE,JOHNSON,I-80,"RAMP 1ST AVE, N TO N TO STATE OF IOWA, I 80 W",Collision with:  Vehicle in traffic,On Roadway,Rear-end (front to rear),Followed too close,None Indicated,None apparent,Daylight,Dry,Clear,None apparent,Non-intersection:  Non-junction/no special feature,Paved,N/A,Minor Injury,0,1,0,1,0,0,6000,2,2,Westbound (WB),POINT (-91.56438533418 41.68674125885)
20221294994,22032006,03/11/2022,03-March,6-Friday,12:00,1200 Hours,District 4 (Southwest),CLARINDA,PAGE,77,SOUTH 12TH ST AND US 71 N,Collision with:  Thrown or falling object,On Roadway,Other (explain in narrative),Cargo/equipment loss or shift,None Indicated,None apparent,Daylight,Dry,Clear,None apparent,Intersection:  Four-way intersection,Paved,N/A,Property Damage Only,0,0,0,0,0,0,3415,2,3,Northbound (NB),POINT (-95.032427370205 40.727388499107)
20221291248,2022-0139,03/12/2022,03-March,7-Saturday,00:30,0000 Hours,District 1 (Central),,WEBSTER,77,2800 MM FAIRBANKS AVE,Collision with fixed object:  Traffic sign support,Shoulder,Non-collision (single vehicle),Ran off road - right,None Indicated,None apparent,Dark - roadway lighted,Dry,Clear,None apparent,Intersection:  Y-intersection,Paved,N/A,Property Damage Only,0,0,0,0,0,0,4000,1,1,Northbound (NB),POINT (-94.300143274948 42.3839066283)
20221291318,2022-001695,03/13/2022,03-March,1-Sunday,10:11,1000 Hours,District 6 (East Central),DUBUQUE,DUBUQUE,US 20,US 20/DODGE ST AND US 20/RAMP,Collision with:  Vehicle in traffic,On Roadway,Other (explain in narrative),Lost Control,None Indicated,None apparent,Daylight,Dry,Clear,None apparent,Non-intersection:  Non-junction/no special feature,Paved,N/A,Property Damage Only,0,0,0,0,0,0,5000,2,3,Southbound (SB),POINT (-90.683141622042 42.491731575712)
20221292145,22-000352,03/14/2022,03-March,2-Monday,11:38,1100 Hours,District 1 (Central),ALTOONA,POLK,77,900 BLOCK 8TH ST SE,Collision with:  Vehicle in traffic,On Roadway,Rear-end (front to rear),Followed too close,Refused,None apparent,Daylight,Dry,Cloudy,None apparent,Non-intersection:  Non-junction/no special feature,Paved,N/A,Possible/Unknown,0,1,0,0,1,0,16000,2,2,Southbound (SB),POINT (-93.451009762691 41.644113373133)
20221291503,22=002647,03/15/2022,03-March,3-Tuesday,09:53,0900 Hours,District 3 (Northwest),,MONONA,IA-175,IA 175 E MEASURING 252 FEET SOUTH FROM REDWOOD AVE,Non-collision events:  Overturn/rollover,On Roadway,Non-collision (single vehicle),Ran off road - left,None Indicated,Weather conditions,Daylight,Dry,"Fog, smoke, smog",None apparent,Non-intersection:  Non-junction/no special feature,Paved,N/A,Minor Injury,0,1,0,1,0,0,5000,1,1,Southbound (SB),POINT (-95.78635120153 42.193108223825)
20221291650,390322-0793,03/16/2022,03-March,4-Wednesday,10:15,1000 Hours,District 4 (Southwest),,GUTHRIE,IA-25,IA 25 N,Other (explain in narrative),On Roadway,Non-collision (single vehicle),Ran off road - left,None Indicated,None apparent,Daylight,Dry,Clear,None apparent,Non-intersection:  Non-junction/no special feature,Paved,N/A,Minor Injury,0,1,0,1,0,0,6000,1,1,Northbound (NB),POINT (-94.492847480179 41.831127840622)
20221291779,22-1971,03/17/2022,03-March,5-Thursday,10:15,1000 Hours,District 1 (Central),,POLK,77,"5100 BLOCK MERLE HAY RD DES MOINES, IA",Collision with:  Vehicle in traffic,On Roadway,"Sideswipe, same direction",Ran Traffic Signal,None Indicated,None apparent,Daylight,Dry,Cloudy,None apparent,Intersection:  Four-way intersection,Paved,N/A,Property Damage Only,0,0,0,0,0,0,5500,2,3,Northbound (NB),POINT (-93.69752116608 41.652987825337)
20221291831,20220006971,03/18/2022,03-March,6-Friday,00:21,0000 Hours,District 1 (Central),DES MOINES,POLK,77,INDIANOLA AVE MEASURING 21 FEET EAST FROM SE 8TH ST,Collision with:  Vehicle in traffic,On Roadway,"Sideswipe, same direction","Operating vehicle in an reckless, erratic, careless, negligent manner",None Indicated,None apparent,Dark - roadway lighted,Wet,Cloudy,None apparent,Intersection:  T-intersection,Paved,N/A,Possible/Unknown,0,1,0,0,0,1,2100,2,2,Northbound (NB),POINT (-93.602544961781 41.55837259771)
20221291830,20220006969,03/18/2022,03-March,6-Friday,01:00,0100 Hours,District 1 (Central),DES MOINES,POLK,77,SCHOOL ST AND 6TH AVE,Collision with:  Vehicle in traffic,On Roadway,Broadside (front to side),Ran Traffic Signal,Under Influence of Alcohol/Drugs/Medications,None apparent,Dark - roadway lighted,Wet,Rain,None apparent,Intersection:  Four-way intersection,Paved,N/A,Major Injury,0,2,1,1,0,0,11000,2,3,Southbound (SB),POINT (-93.625637405716 41.595215099995)
20221292024,2022-16888,03/19/2022,03-March,7-Saturday,20:11,2000 Hours,District 6 (East Central),DAVENPORT,SCOTT,77,WEST LOCUST ST AND MYRTLE ST,Collision with:  Vehicle in traffic,On Roadway,"Angle, oncoming left turn",Made improper turn,None Indicated,None apparent,Dark - roadway lighted,Dry,Clear,None apparent,Intersection:  Four-way intersection,Paved,N/A,Minor Injury,0,1,0,1,0,0,20000,2,2,Northbound (NB),POINT (-90.588874757136 41.538251024839)
20221292233,22-7302,03/20/2022,03-March,1-Sunday,18:40,1800 Hours,District 3 (Northwest),SIOUX CITY,WOODBURY,77,ROCK ST,Collision with fixed object:  Fire hydrant,Outside trafficway,Non-collision (single vehicle),Ran off road - right,None Indicated,None apparent,Daylight,Dry,Cloudy,None apparent,Non-intersection:  Non-junction/no special feature,Paved,N/A,Possible/Unknown,0,1,0,0,0,1,1500,1,1,Northbound (NB),POINT (-96.374394436668 42.508170848757)
20221292163,2-03157,03/21/2022,03-March,2-Monday,05:21,0500 Hours,District 6 (East Central),,JONES,US 151,US 151 N,Collision with:  Animal,On Roadway,Non-collision (single vehicle),Animal,None Indicated,Animal in roadway,N/A,N/A,N/A,None apparent,Non-intersection:  Non-junction/no special feature,Paved,N/A,Property Damage Only,0,0,0,0,0,0,2000,1,1,Northbound (NB),POINT (-91.252595523135 42.134505515672)
20221292463,20220007443,03/22/2022,03-March,3-Tuesday,16:27,1600 Hours,District 1 (Central),DES MOINES,POLK,77,8TH ST AND NW AURORA AVE,Collision with fixed object:  Utility pole/light support,On Roadway,Non-collision (single vehicle),Lost Control,Refused,None apparent,Daylight,Wet,Cloudy,None apparent,Intersection:  T-intersection,Paved,N/A,Possible/Unknown,0,1,0,0,1,0,6500,1,1,Northbound (NB),POINT (-93.627239920233 41.636783636674)
20221292678,22-7554,03/23/2022,03-March,4-Wednesday,13:23,1300 Hours,District 3 (Northwest),SIOUX CITY,WOODBURY,77,HAMILTON BLVD AND WEST 24TH ST,Collision with:  Vehicle in traffic,On Roadway,Rear-end (front to rear),Followed too close,None Indicated,None apparent,Daylight,Wet,Snow,None apparent,Intersection:  Four-way intersection,Paved,N/A,Property Damage Only,0,0,0,0,0,0,2300,2,2,Northbound (NB),POINT (-96.416765688696 42.515216110444)
20221294275,,03/24/2022,03-March,5-Thursday,15:03,1500 Hours,District 1 (Central),URBANDALE,POLK,I-80,Interstate 0035,Collision with fixed object:  Utility pole/light support,On Roadway,Non-collision (single vehicle),Unknown,None Indicated,N/A,N/A,N/A,N/A,None apparent,Non-intersection:  Non-junction/no special feature,Paved,N/A,Property Damage Only,0,0,0,0,0,0,3750,1,1,Southbound (SB),POINT (-93.769875952673 41.649715737813)
20221293173,SO2210285,03/25/2022,03-March,6-Friday,16:19,1600 Hours,District 2 (Northeast),,CERRO GORDO,I-35,I 35 N,Non-collision events:  Other non-collision (explain in narrative),On Roadway,Non-collision (single vehicle),Lost Control,None Indicated,Weather conditions,Daylight,Dry,Severe winds,None apparent,Non-intersection:  Non-junction/no special feature,Paved,N/A,Property Damage Only,0,0,0,0,0,0,15000,1,2,Northbound (NB),POINT (-93.350513184596 42.962787329086)
20221293190,22-3203,03/26/2022,03-March,7-Saturday,22:04,2200 Hours,District 3 (Northwest),CARROLL,CARROLL,77,1ST ST and EAST ST,Collision with fixed object:  Fire hydrant,Outside trafficway,Non-collision (single vehicle),Ran off road - right,None Indicated,None apparent,Dark - roadway lighted,Dry,Clear,None apparent,Intersection:  Four-way intersection,Paved,N/A,Property Damage Only,0,0,0,0,0,0,1500,1,1,Northbound (NB),POINT (-94.865290910387 42.059421064064)
20221292968,22-003221,03/26/2022,03-March,7-Saturday,15:00,1500 Hours,District 4 (Southwest),COUNCIL BLUFFS,POTTAWATTAMIE,77,MID AMERICA DR,Collision with:  Vehicle in traffic,On Roadway,Broadside (front to side),Ran Stop Sign,None Indicated,Unknown,Daylight,Dry,Clear,Unknown,Intersection:  T-intersection,Paved,N/A,Possible/Unknown,0,1,0,0,0,1,2000,2,2,Southbound (SB),POINT (-95.889403708492 41.233313230776)
20221295023,202204047,03/28/2022,03-March,2-Monday,15:39,1500 Hours,District 6 (East Central),CEDAR RAPIDS,LINN,77,555 33RD AVE SW,Collision with:  Vehicle in traffic,On Roadway,Broadside (front to side),Lost Control,None Indicated,None apparent,Daylight,Dry,Clear,None apparent,Non-intersection:  Non-junction/no special feature,Paved,N/A,Property Damage Only,0,0,0,0,0,0,7000,2,4,Southbound (SB),POINT (-91.675291508041 41.943070660757)
20221294370,C22001210,03/29/2022,03-March,3-Tuesday,10:10,1000 Hours,District 6 (East Central),CORALVILLE,JOHNSON,77,CROSSPARK RD AND FOREVERGREEN RD,Collision with:  Vehicle in traffic,On Roadway,Broadside (front to side),FTYROW:  From stop sign,None Indicated,None apparent,Daylight,Dry,Cloudy,None apparent,Intersection:  T-intersection,Paved,N/A,Property Damage Only,0,0,0,0,0,0,8000,2,2,Southbound (SB),POINT (-91.605740028378 41.723025583143)
20221294400,2022-19361,03/30/2022,03-March,4-Wednesday,09:09,0900 Hours,District 6 (East Central),DAVENPORT,SCOTT,77,WEST 3RD ST AND MARQUETTE ST,Collision with:  Vehicle in traffic,On Roadway,Broadside (front to side),Ran Traffic Signal,None Indicated,None apparent,Daylight,Dry,Cloudy,None apparent,Intersection:  Four-way intersection,Paved,N/A,Property Damage Only,0,0,0,0,0,0,3000,2,2,Northbound (NB),POINT (-90.590878522141 41.522378680493)
20221293869,MC2201091,03/31/2022,03-March,5-Thursday,21:50,2100 Hours,District 2 (Northeast),MASON CITY,CERRO GORDO,77,15TH ST SE,Collision with fixed object:  Utility pole/light support,On Roadway,Non-collision (single vehicle),Driver Distraction:  Reaching for object(s)/fallen object(s),None Indicated,None apparent,Dark - roadway not lighted,Dry,Clear,None apparent,Non-intersection:  Non-junction/no special feature,Paved,N/A,Property Damage Only,0,0,0,0,0,0,16500,1,1,Southbound (SB),POINT (-93.184970072885 43.137277361879)
20221294244,SOP202200293,03/31/2022,03-March,5-Thursday,07:19,0700 Hours,District 6 (East Central),,IOWA,US 151,W AVE AND C ST,Collision with:  Struck/struck by object/cargo/person from other vehicle,On Roadway,Other (explain in narrative),Equipment failure,None Indicated,None apparent,Daylight,Dry,Cloudy,None apparent,Non-intersection:  Non-junction/no special feature,Paved,N/A,Property Damage Only,0,0,0,0,0,0,2500,2,2,Northbound (NB),POINT (-91.872132223389 41.816423052222)
20221293837,2022-19965,04/01/2022,04-April,6-Friday,18:27,1800 Hours,District 6 (East Central),DAVENPORT,SCOTT,77,WEST LOCUST ST MEASURING 133 FEET WEST FROM TAYLOR ST,Collision with:  Vehicle in traffic,On Roadway,Broadside (front to side),FTYROW:  Making left turn,None Indicated,Visual obstruction,Daylight,Dry,Clear,None apparent,Non-intersection:  Alley,Paved,N/A,Property Damage Only,0,0,0,0,0,0,6500,2,2,Southbound (SB),POINT (-90.593021759576 41.538265898075)
20221295026,202204238,04/01/2022,04-April,6-Friday,11:11,1100 Hours,District 6 (East Central),CEDAR RAPIDS,LINN,77,4000 BOWLING  ST SW,Collision with:  Vehicle in traffic,On Roadway,Rear-end (front to rear),Followed too close,None Indicated,None apparent,Daylight,Dry,Clear,None apparent,Non-intersection:  Non-junction/no special feature,Paved,N/A,Property Damage Only,0,0,0,0,0,0,10000,2,2,Northbound (NB),POINT (-91.666503502517 41.93581775603)
20221294486,22-000315,04/02/2022,04-April,7-Saturday,21:04,2100 Hours,District 1 (Central),,STORY,I-35,I 35 N,Collision with:  Vehicle in traffic,On Roadway,Unknown,Followed too close,None Indicated,None apparent,Dark - roadway not lighted,Dry,Clear,None apparent,Non-intersection:  Non-junction/no special feature,Paved,N/A,Property Damage Only,0,0,0,0,0,0,1500,2,2,Northbound (NB),POINT (-93.571127188711 41.869501881374)
20221294015,2022-002229,04/03/2022,04-April,1-Sunday,01:53,0100 Hours,District 6 (East Central),DUBUQUE,DUBUQUE,77,W 3RD ST AND MAIN ST,Collision with:  Vehicle in traffic,On Roadway,Rear-end (front to rear),Lost Control,Under Influence of Alcohol/Drugs/Medications,None apparent,Dark - roadway lighted,Dry,Clear,None apparent,Intersection:  Four-way intersection,Paved,N/A,Possible/Unknown,0,1,0,0,1,0,7000,3,2,Northbound (NB),POINT (-90.664922696627 42.496728746422)
20221297178,2022008710,04/04/2022,04-April,2-Monday,15:03,1500 Hours,District 1 (Central),,POLK,I-235,I 235 W AND RAMP I 80 E TO I 235 W,Collision with fixed object:  Cable barrier,Outside trafficway,Non-collision (single vehicle),Driver Distraction:  Reaching for object(s)/fallen object(s),None Indicated,None apparent,Daylight,Dry,Clear,None apparent,Interchange-related:  On-ramp merge area,Paved,N/A,Property Damage Only,0,0,0,0,0,0,13415,1,1,Westbound (WB),POINT (-93.575820476439 41.646771460256)
20221295331,2022-7846,04/05/2022,04-April,3-Tuesday,15:49,1500 Hours,District 6 (East Central),BETTENDORF,SCOTT,77,MIDDLE RD TO WB INDIANA AVE,Collision with:  Vehicle in traffic,On Roadway,Broadside (front to side),FTYROW:  From yield sign,None Indicated,None apparent,Daylight,Wet,Cloudy,None apparent,Intersection:  T-intersection,Paved,N/A,Property Damage Only,0,0,0,0,0,0,18000,2,3,Westbound (WB),POINT (-90.459012330556 41.604477280453)
20221294579,20220008879,04/06/2022,04-April,4-Wednesday,14:58,1400 Hours,District 1 (Central),DES MOINES,POLK,77,EAST 13TH ST MEASURING 220 FEET SOUTH FROM EAST WASHINGTON AVE,Miscellaneous events:  Hit and run,Roadside,Non-collision (single vehicle),"Operating vehicle in an reckless, erratic, careless, negligent manner",None Indicated,None apparent,Daylight,Dry,Clear,None apparent,Non-intersection:  Non-junction/no special feature,Paved,N/A,Possible/Unknown,0,1,0,0,0,1,3000,1,3,Northbound (NB),POINT (-93.603322304539 41.607115833154)
20221298015,EPD22-0132,04/07/2022,04-April,5-Thursday,11:00,1100 Hours,District 3 (Northwest),ESTHERVILLE,EMMET,IA-9,1700 BLOCK CENTRAL AVENUE,Collision with fixed object:  Utility pole/light support,Other (explain in narrative),Non-collision (single vehicle),Driver Distraction:  Exterior distraction,None Indicated,None apparent,Daylight,Wet,Freezing rain/drizzle,None apparent,Non-intersection:  Driveway access (within),Paved,N/A,Property Damage Only,0,0,0,0,0,0,4000,1,1,Southbound (SB),POINT (-94.821279418193 43.402192225551)
20221294617,20220009001,04/07/2022,04-April,5-Thursday,18:31,1800 Hours,District 1 (Central),DES MOINES,POLK,IA-163,IA 163 E AND EAST 24TH ST,Collision with:  Vehicle in traffic,On Roadway,Broadside (front to side),FTYROW:  Making left turn,None Indicated,None apparent,Daylight,Wet,Rain,None apparent,Intersection:  Four-way intersection,Paved,N/A,Possible/Unknown,0,2,0,0,2,0,10000,2,3,Southbound (SB),POINT (-93.572852158873 41.60040818752)
20221294730,22006995,04/08/2022,04-April,6-Friday,09:59,0900 Hours,District 6 (East Central),MARION,LINN,77,ARMAR DR/MARION BLVD,Collision with:  Vehicle in traffic,On Roadway,Rear-end (front to rear),Followed too close,None Indicated,None apparent,Daylight,Dry,Cloudy,None apparent,Intersection:  T-intersection,Paved,N/A,Property Damage Only,0,0,0,0,0,0,5000,2,3,Northbound (NB),POINT (-91.616885799807 42.028095836428)
20221295012,2022-002383,04/09/2022,04-April,7-Saturday,12:23,1200 Hours,District 6 (East Central),DUBUQUE,DUBUQUE,77,PENNSYLVANIA AVE AND LENOX ST,Collision with:  Struck/struck by object/cargo/person from other vehicle,On Roadway,Other (explain in narrative),Equipment failure,None Indicated,None apparent,Daylight,Dry,Clear,None apparent,Non-intersection:  Non-junction/no special feature,Paved,N/A,Property Damage Only,0,0,0,0,0,0,5000,3,4,Northbound (NB),POINT (-90.712805016803 42.500468441247)
20221294928,2022-22037,04/10/2022,04-April,1-Sunday,09:52,0900 Hours,District 6 (East Central),DAVENPORT,SCOTT,I-80,RAMP IA 130 E TO I 80 E,Collision with:  Vehicle in traffic,On Roadway,Other (explain in narrative),Other (explain in narrative):  No improper action,None Indicated,None apparent,Daylight,Dry,Clear,None apparent,Interchange-related:  On-ramp merge area,Paved,N/A,Possible/Unknown,0,1,0,0,1,0,13000,2,2,Southbound (SB),POINT (-90.614438712556 41.59963171674)
20221295166,202200744,04/11/2022,04-April,2-Monday,12:10,1200 Hours,District 6 (East Central),,LINN,77,COGGAN RD,Collision with:  Animal,Unknown,N/A,Animal,None Indicated,N/A,N/A,N/A,N/A,N/A,N/A,Paved,N/A,Property Damage Only,0,0,0,0,0,0,3000,1,1,Southbound (SB),POINT (-91.627605264938 42.282171283838)
20221296152,22027021,04/11/2022,04-April,2-Monday,10:08,1000 Hours,District 2 (Northeast),EVANSDALE,BLACK HAWK,77,NORTH EVANS RD,Collision with:  Vehicle in traffic,On Roadway,"Sideswipe, opposite direction",Driver Distraction:  Inattentive/lost in thought,None Indicated,None apparent,Daylight,Dry,Clear,None apparent,Non-intersection:  Non-junction/no special feature,Paved,N/A,Possible/Unknown,0,1,0,0,1,0,25000,2,2,Northbound (NB),POINT (-92.288107034 42.478137544547)
20221295354,2022002690,04/12/2022,04-April,3-Tuesday,11:17,1100 Hours,District 6 (East Central),IOWA CITY,JOHNSON,77,MELROSE AVE,Collision with:  Vehicle in traffic,On Roadway,Broadside (front to side),FTYROW:  Making left turn,None Indicated,None apparent,Daylight,Dry,Cloudy,None apparent,Intersection:  T-intersection,Paved,N/A,Property Damage Only,0,0,0,0,0,0,12000,2,3,Southbound (SB),POINT (-91.594098755221 41.656980688667)
20221298283,22-007143,04/13/2022,04-April,4-Wednesday,21:33,2100 Hours,District 5 (Southeast),,MARION,IA-5,IA 5 S,Collision with:  Animal,Unknown,N/A,Animal,None Indicated,N/A,N/A,N/A,N/A,N/A,N/A,Paved,N/A,Property Damage Only,0,0,0,0,0,0,1500,1,1,Eastbound (EB),POINT (-93.157235106816 41.322747271325)
20221295784,,04/14/2022,04-April,5-Thursday,11:40,1100 Hours,District 6 (East Central),DAVENPORT,SCOTT,77,NB/EB US 0006 / E KIMBERLY RD and FOREST RD,Collision with:  Vehicle in traffic,On Roadway,Rear-end (front to rear),Unknown,None Indicated,N/A,Daylight,Dry,Clear,N/A,Intersection:  Four-way intersection,Paved,N/A,Property Damage Only,0,0,0,0,0,0,6500,3,3,Northbound (NB),POINT (-90.534993102115 41.556849955172)
20221295788,,04/15/2022,04-April,6-Friday,12:20,1200 Hours,District 6 (East Central),,,77,,Collision with:  Vehicle in traffic,On Roadway,Rear-end (front to rear),Unknown,None Indicated,N/A,Daylight,Dry,Clear,N/A,Non-intersection:  Non-junction/no special feature,Unpaved,N/A,Property Damage Only,0,0,0,0,0,0,3000,2,3,N/A,POINT (0 0)
