Year,FIPS County Code,County Name,DHS Service Area,Judicial District,Abuse Type,Occurences,County Primary Point
2014,19179,Wapello,4-Cedar Rapids,8-Eigth JD,Presence of Illegal Drugs in Child's System (PID),7,POINT (-92.4094499 41.03058450000001)
2006,19181,Warren,6-Des Moines,5-FifthJD,Physical Abuse,24,POINT (-93.5613594 41.3343735)
2007,19049,Dallas,6-Des Moines,5-FifthJD,Physical Abuse,33,POINT (-94.0397374 41.6848862)
2014,19065,Fayette,2-Northern,1-First JD,Denial of Critical Care (Neglect),54,POINT (-91.8443207 42.8625919)
2013,19009,Audubon,1-Western,4-FourthJD,Sexual Abuse,4,POINT (-94.9058222 41.6845893)
2008,19137,Montgomery,5-Council Bluffs,4-FourthJD,Physical Abuse,8,POINT (-95.1563758 41.03014)
2015,19125,Marion,5-Des Moines,5-FifthJD,Sexual Abuse,8,POINT (-93.0994367 41.3344515)
2008,19119,Lyon,1-Sioux City,3-Third JD,Sexual Abuse,2,POINT (-96.2102924 43.380497)
2004,19189,Winnebago,2-Waterloo,2-Second JD,Physical Abuse,5,POINT (-93.7341955 43.37756780000001)
2015,19061,Dubuque,3-Eastern,1-First JD,Sexual Abuse,8,POINT (-90.8824564 42.468832)
2006,19179,Wapello,7-Cedar Rapids,8-Eigth JD,Presence of Illegal Drugs in Child's System (PID),267,POINT (-92.4094499 41.03058450000001)
2007,19107,Keokuk,7-Cedar Rapids,8-Eigth JD,Sexual Abuse,1,POINT (-92.1786426 41.336465)
2005,19057,Des Moines,8-Davenport,8-Eigth JD,Exposure to Manufacturing of Meth,4,POINT (-91.1814707 40.9231829)
2016,19097,Jackson,3-Eastern,7-Seventh JD,Denial of Critical Care (Neglect),95,POINT (-90.5742294 42.1717426)
2014,19091,Humboldt,2-Northern,2-Second JD,Sexual Abuse,7,POINT (-94.2071868 42.7764686)
2007,19159,Ringgold,6-Des Moines,5-FifthJD,Denial of Critical Care (Neglect),34,POINT (-94.2439719 40.7352023)
2009,19071,Fremont,5-Council Bluffs,4-FourthJD,Denial of Critical Care (Neglect),37,POINT (-95.6046765 40.7455892)
2013,19109,Kossuth,1-Western,3-Third JD,Sexual Abuse,3,POINT (-94.2067199 43.20413)
2014,19123,Mahaska,4-Cedar Rapids,8-Eigth JD,Sexual Abuse,3,POINT (-92.6409094 41.3352035)
2013,19149,Plymouth,1-Western,3-Third JD,Denial of Critical Care (Neglect),77,POINT (-96.2140431 42.7378346)
2006,19141,OBrien,1-Sioux City,3-Third JD,Presence of Illegal Drugs in Child's System (PID),7,POINT (-95.6248784 43.0837527)
2004,19163,Scott,8-Davenport,7-Seventh JD,Physical Abuse,180,POINT (-90.6232428 41.6370978)
2007,19193,Woodbury,1-Sioux City,3-Third JD,Presence of Illegal Drugs in Child's System (PID),64,POINT (-96.0447673 42.3897169)
2006,19013,Black Hawk,2-Waterloo,1-First JD,Sexual Abuse,51,POINT (-92.3088197 42.4700957)
2015,19187,Webster,2-Northern,2-Second JD,Physical Abuse,13,POINT (-94.18178810000002 42.4279662)
2013,19135,Monroe,4-Cedar Rapids,8-Eigth JD,Presence of Illegal Drugs in Child's System (PID),1,POINT (-92.8689877 41.0297826)
2009,19153,Polk,6-Des Moines,5-FifthJD,Sexual Abuse,95,POINT (-93.5735335 41.6855048)
2013,19107,Keokuk,4-Cedar Rapids,8-Eigth JD,Allows Access by Registered Sex Offender,8,POINT (-92.1786426 41.336465)
2011,19045,Clinton,3-Eastern,7-Seventh JD,Denial of Critical Care (Neglect),405,POINT (-90.5319724 41.8980358)
2009,19093,Ida,1-Sioux City,3-Third JD,Allows Access by Registered Sex Offender,1,POINT (-95.5134962 42.3868747)
2016,19079,Hamilton,2-Northern,2-Second JD,Sexual Abuse,5,POINT (-93.7068085 42.3837722)
2015,19115,Louisa,3-Eastern,8-Eigth JD,Physical Abuse,5,POINT (-91.2596184 41.2185073)
2016,19087,Henry,3-Eastern,8-Eigth JD,Presence of Illegal Drugs in Child's System (PID),12,POINT (-91.5445241 40.9879383)
2010,19013,Black Hawk,2-Northern,1-First JD,Physical Abuse,83,POINT (-92.3088197 42.4700957)
2007,19015,Boone,6-Des Moines,2-Second JD,Sexual Abuse,5,POINT (-93.931671 42.0365493)
2005,19113,Linn,7-Cedar Rapids,6-SixthJD,Sexual Abuse,78,POINT (-91.5989646 42.0789478)
2014,19005,Allamakee,2-Northern,1-First JD,Denial of Critical Care (Neglect),46,POINT (-91.3780923 43.2842838)
2009,19005,Allamakee,3-Dubuque,1-First JD,Exposure to Manufacturing of Meth,4,POINT (-91.3780923 43.2842838)
2007,19031,Cedar,8-Davenport,7-Seventh JD,Mental Injury,2,POINT (-91.1324125 41.7723207)
2016,19055,Delaware,2-Northern,1-First JD,Presence of Illegal Drugs in Child's System (PID),8,POINT (-91.3673502 42.471211)
2016,19143,Osceola,1-Western,3-Third JD,Sexual Abuse,3,POINT (-95.6236852 43.3785704)
2014,19023,Butler,2-Northern,2-Second JD,Presence of Illegal Drugs in Child's System (PID),4,POINT (-92.7901934 42.7315661)
2014,19167,Sioux,1-Western,3-Third JD,Denial of Critical Care (Neglect),26,POINT (-96.1778827 43.0826174)
2015,19181,Warren,5-Des Moines,5-FifthJD,Physical Abuse,9,POINT (-93.5613594 41.3343735)
2012,19113,Linn,4-Cedar Rapids,6-SixthJD,Denial of Critical Care (Neglect),702,POINT (-91.5989646 42.0789478)
2016,19067,Floyd,2-Northern,2-Second JD,Physical Abuse,7,POINT (-92.78900330000002 43.0599208)
2006,19137,Montgomery,5-Council Bluffs,4-FourthJD,Denial of Critical Care (Neglect),68,POINT (-95.1563758 41.03014)
2014,19047,Crawford,1-Western,3-Third JD,Sexual Abuse,7,POINT (-95.3819678 42.0372125)
2016,19155,Pottawattamie,1-Western,4-FourthJD,Allows Access by Registered Sex Offender,2,POINT (-95.5423935 41.3366123)
2009,19179,Wapello,7-Cedar Rapids,8-Eigth JD,Denial of Critical Care (Neglect),533,POINT (-92.4094499 41.03058450000001)
2015,19109,Kossuth,1-Western,3-Third JD,Physical Abuse,6,POINT (-94.2067199 43.20413)
2015,19163,Scott,3-Eastern,7-Seventh JD,Mental Injury,4,POINT (-90.6232428 41.6370978)
2006,19197,Wright,4-Ames,2-Second JD,Cohabitation w/ a Registered Sex Offender,1,POINT (-93.7351465 42.7331189)
2015,19129,Mills,1-Western,4-FourthJD,Sexual Abuse,1,POINT (-95.62132670000001 41.0334523)
2015,19099,Jasper,4-Cedar Rapids,5-FifthJD,Physical Abuse,22,POINT (-93.053765 41.6860394)
2016,19195,Worth,2-Northern,2-Second JD,Presence of Illegal Drugs in Child's System (PID),1,POINT (-93.2608476 43.3773984)
2015,19021,Buena Vista,1-Western,3-Third JD,Denial of Critical Care (Neglect),33,POINT (-95.15114900000002 42.7354936)
2015,19015,Boone,5-Des Moines,2-Second JD,Mental Injury,1,POINT (-93.931671 42.0365493)
2013,19193,Woodbury,1-Western,3-Third JD,Presence of Illegal Drugs in Child's System (PID),101,POINT (-96.0447673 42.3897169)
2007,19175,Union,6-Des Moines,5-FifthJD,Denial of Critical Care (Neglect),52,POINT (-94.2423792 41.0277304)
2015,19033,Cerro Gordo,2-Northern,2-Second JD,Denial of Critical Care (Neglect),205,POINT (-93.2608184 43.081557700000005)
2015,19145,Page,1-Western,4-FourthJD,Physical Abuse,13,POINT (-95.1501747 40.7391444)
2013,19131,Mitchell,2-Northern,2-Second JD,Presence of Illegal Drugs in Child's System (PID),3,POINT (-92.7890315 43.3564124)
2006,19167,Sioux,1-Sioux City,3-Third JD,Presence of Illegal Drugs in Child's System (PID),1,POINT (-96.1778827 43.0826174)
2015,19013,Black Hawk,2-Northern,1-First JD,Allows Access by Registered Sex Offender,11,POINT (-92.3088197 42.4700957)
2010,19075,Grundy,2-Northern,1-First JD,Physical Abuse,3,POINT (-92.7914177 42.4018651)
2009,19019,Buchanan,3-Dubuque,1-First JD,Mental Injury,1,POINT (-91.8378392 42.4707777)
2009,19059,Dickinson,1-Sioux City,3-Third JD,Denial of Critical Care (Neglect),100,POINT (-95.1508301 43.3779848)
2008,19055,Delaware,3-Dubuque,1-First JD,Denial of Critical Care (Neglect),50,POINT (-91.3673502 42.471211)
2015,19009,Audubon,1-Western,4-FourthJD,Presence of Illegal Drugs in Child's System (PID),1,POINT (-94.9058222 41.6845893)
2016,19077,Guthrie,1-Western,5-FifthJD,Presence of Illegal Drugs in Child's System (PID),2,POINT (-94.501055 41.6837548)
2015,19061,Dubuque,3-Eastern,1-First JD,Mental Injury,4,POINT (-90.8824564 42.468832)
2012,19121,Madison,5-Des Moines,5-FifthJD,Physical Abuse,9,POINT (-94.01556190000001 41.33071420000001)
2008,19181,Warren,6-Des Moines,5-FifthJD,Denial of Critical Care (Neglect),182,POINT (-93.5613594 41.3343735)
2014,19071,Fremont,1-Western,4-FourthJD,Denial of Critical Care (Neglect),14,POINT (-95.6046765 40.7455892)
2015,19041,Clay,1-Western,3-Third JD,Sexual Abuse,5,POINT (-95.1509194 43.0825804)
2016,19083,Hardin,2-Northern,2-Second JD,Physical Abuse,5,POINT (-93.2404025 42.3838803)
2013,19043,Clayton,2-Northern,1-First JD,Denial of Critical Care (Neglect),99,POINT (-91.34143280000002 42.8447493)
2015,19131,Mitchell,2-Northern,2-Second JD,Denial of Critical Care (Neglect),6,POINT (-92.7890315 43.3564124)
2004,19067,Floyd,2-Waterloo,2-Second JD,Sexual Abuse,13,POINT (-92.78900330000002 43.0599208)
2012,19153,Polk,5-Des Moines,5-FifthJD,Sexual Abuse,82,POINT (-93.5735335 41.6855048)
2016,19143,Osceola,1-Western,3-Third JD,Denial of Critical Care (Neglect),20,POINT (-95.6236852 43.3785704)
2015,19175,Union,5-Des Moines,5-FifthJD,Sexual Abuse,7,POINT (-94.2423792 41.0277304)
2009,19129,Mills,5-Council Bluffs,4-FourthJD,Physical Abuse,3,POINT (-95.62132670000001 41.0334523)
2009,19197,Wright,4-Ames,2-Second JD,Denial of Critical Care (Neglect),110,POINT (-93.7351465 42.7331189)
2015,19027,Carroll,1-Western,2-Second JD,Physical Abuse,11,POINT (-94.8605593 42.0362382)
2016,19081,Hancock,2-Northern,2-Second JD,Denial of Critical Care (Neglect),12,POINT (-93.7342723 43.0818861)
2005,19047,Crawford,5-Council Bluffs,3-Third JD,Physical Abuse,12,POINT (-95.3819678 42.0372125)
2016,19053,Decatur,5-Des Moines,5-FifthJD,Physical Abuse,13,POINT (-93.7862815 40.7376827)
2011,19149,Plymouth,1-Western,3-Third JD,Denial of Critical Care (Neglect),94,POINT (-96.2140431 42.7378346)
2014,19107,Keokuk,4-Cedar Rapids,8-Eigth JD,Denial of Critical Care (Neglect),40,POINT (-92.1786426 41.336465)
2014,19059,Dickinson,1-Western,3-Third JD,Presence of Illegal Drugs in Child's System (PID),2,POINT (-95.1508301 43.3779848)
2014,19141,OBrien,1-Western,3-Third JD,Physical Abuse,8,POINT (-95.6248784 43.0837527)
2009,19061,Dubuque,3-Dubuque,1-First JD,Physical Abuse,28,POINT (-90.8824564 42.468832)
2010,19127,Marshall,2-Northern,2-Second JD,Exposure to Manufacturing of Meth,4,POINT (-92.9987706 42.0358499)
2012,19121,Madison,5-Des Moines,5-FifthJD,Allows Access by Registered Sex Offender,2,POINT (-94.01556190000001 41.33071420000001)
2006,19117,Lucas,6-Des Moines,5-FifthJD,Physical Abuse,7,POINT (-93.3277207 41.0293738)
2008,19095,Iowa,7-Cedar Rapids,6-SixthJD,Physical Abuse,10,POINT (-92.065524 41.6863229)
2007,19063,Emmet,1-Sioux City,3-Third JD,Physical Abuse,14,POINT (-94.6784803 43.37802250000001)
2015,19005,Allamakee,2-Northern,1-First JD,Denial of Critical Care (Neglect),31,POINT (-91.3780923 43.2842838)
2016,19055,Delaware,2-Northern,1-First JD,Allows Access by Registered Sex Offender,2,POINT (-91.3673502 42.471211)
2016,19011,Benton,4-Cedar Rapids,6-SixthJD,Mental Injury,2,POINT (-92.0656912 42.0801864)
2008,19185,Wayne,6-Des Moines,5-FifthJD,Physical Abuse,7,POINT (-93.3273639 40.73947020000001)
2014,19097,Jackson,3-Eastern,7-Seventh JD,Denial of Critical Care (Neglect),29,POINT (-90.5742294 42.1717426)
2010,19071,Fremont,1-Western,4-FourthJD,Sexual Abuse,3,POINT (-95.6046765 40.7455892)
2015,19061,Dubuque,3-Eastern,1-First JD,Presence of Illegal Drugs in Child's System (PID),66,POINT (-90.8824564 42.468832)
2007,19009,Audubon,5-Council Bluffs,4-FourthJD,Presence of Illegal Drugs in Child's System (PID),1,POINT (-94.9058222 41.6845893)
2005,19017,Bremer,2-Waterloo,2-Second JD,Sexual Abuse,9,POINT (-92.31805480000001 42.7745873)
2014,19053,Decatur,5-Des Moines,5-FifthJD,Allows Access by Registered Sex Offender,1,POINT (-93.7862815 40.7376827)
2004,19139,Muscatine,8-Davenport,7-Seventh JD,Physical Abuse,48,POINT (-91.1127562 41.4839221)
2016,19031,Cedar,3-Eastern,7-Seventh JD,Presence of Illegal Drugs in Child's System (PID),3,POINT (-91.1324125 41.7723207)
2022,19139,Muscatine,3-Eastern,7-Seventh JD,Denial of Critical Care (Neglect),162,POINT (-91.1127562 41.4839221)
2022,19147,Palo Alto,1-Western,3-Third JD,Sexual Abuse,3,POINT (-94.6781371 43.0820643)
2022,19049,Dallas,5-Des Moines,5-FifthJD,Physical Abuse,14,POINT (-94.0397374 41.6848862)
2022,19033,Cerro Gordo,2-Northern,2-Second JD,Mental Injury,1,POINT (-93.2608184 43.0815577)
2022,19115,Louisa,3-Eastern,8-Eigth JD,Dangerous Substance,14,POINT (-91.2596184 41.2185073)
2022,19103,Johnson,4-Cedar Rapids,6-SixthJD,Sexual Abuse,6,POINT (-91.5880849 41.6715511)
2022,19071,Fremont,1-Western,4-FourthJD,Sexual Abuse,2,POINT (-95.6046765 40.7455892)
2022,19091,Humboldt,2-Northern,2-Second JD,Presence of Illegal Drugs in Child's System (PID),4,POINT (-94.2071868 42.7764686)
2022,19197,Wright,2-Northern,2-Second JD,Dangerous Substance,11,POINT (-93.7351465 42.7331189)
2022,19093,Ida,1-Western,3-Third JD,Dangerous Substance,8,POINT (-95.5134962 42.3868747)
2022,19153,Polk,5-Des Moines,5-FifthJD,Allows Access to Obscene Materials,8,POINT (-93.5735335 41.6855048)
2022,19057,Des Moines,3-Eastern,8-Eigth JD,Presence of Illegal Drugs in Child's System (PID),19,POINT (-91.1814707 40.9231829)
2022,19001,Adair,5-Des Moines,5-FifthJD,Denial of Critical Care (Neglect),24,POINT (-94.4709413 41.3307464)
2022,19147,Palo Alto,1-Western,3-Third JD,Bestiality in the Presence of a Minor,1,POINT (-94.6781371 43.0820643)
2022,19177,Van Buren,4-Cedar Rapids,8-Eigth JD,Denial of Critical Care (Neglect),5,POINT (-91.9499871 40.7532294)
2022,19119,Lyon,1-Western,3-Third JD,Dangerous Substance,16,POINT (-96.2102924 43.380497)
2022,19113,Linn,4-Cedar Rapids,6-SixthJD,Sexual Abuse,46,POINT (-91.5989646 42.0789478)
2022,19111,Lee,3-Eastern,8-Eigth JD,Allows Access by Registered Sex Offender,10,POINT (-91.479264 40.6419764)
2022,19117,Lucas,5-Des Moines,5-FifthJD,Physical Abuse,1,POINT (-93.3277207 41.0293738)
2022,19049,Dallas,5-Des Moines,5-FifthJD,Allows Access to Obscene Materials,7,POINT (-94.0397374 41.6848862)
2022,19001,Adair,5-Des Moines,5-FifthJD,Physical Abuse,2,POINT (-94.4709413 41.3307464)
2022,19017,Bremer,2-Northern,2-Second JD,Presence of Illegal Drugs in Child's System (PID),5,POINT (-92.3180548 42.7745873)
2022,19147,Palo Alto,1-Western,3-Third JD,Presence of Illegal Drugs in Child's System (PID),3,POINT (-94.6781371 43.0820643)
2022,19019,Buchanan,2-Northern,1-First JD,Sexual Abuse,1,POINT (-91.8378392 42.4707777)
2022,19011,Benton,4-Cedar Rapids,6-SixthJD,Denial of Critical Care (Neglect),76,POINT (-92.0656912 42.0801864)
2022,19055,Delaware,2-Northern,1-First JD,Dangerous Substance,11,POINT (-91.3673502 42.471211)
2022,19013,Black Hawk,2-Northern,1-First JD,Physical Abuse,38,POINT (-92.3088197 42.4700957)
2022,19087,Henry,3-Eastern,8-Eigth JD,Presence of Illegal Drugs in Child's System (PID),17,POINT (-91.5445241 40.9879383)
2022,19175,Union,5-Des Moines,5-FifthJD,Sexual Abuse,13,POINT (-94.2423792 41.0277304)
2022,19037,Chickasaw,2-Northern,1-First JD,Dangerous Substance,9,POINT (-92.3176637 43.0600414)
2022,19183,Washington,4-Cedar Rapids,8-Eigth JD,Dangerous Substance,32,POINT (-91.7178676 41.335591)
2022,19133,Monona,1-Western,3-Third JD,Presence of Illegal Drugs in Child's System (PID),2,POINT (-95.9599235 42.0516663)
2022,19185,Wayne,5-Des Moines,5-FifthJD,Physical Abuse,2,POINT (-93.3273639 40.7394702)
2022,19021,Buena Vista,1-Western,3-Third JD,Denial of Critical Care (Neglect),110,POINT (-95.151149 42.7354936)
2022,19189,Winnebago,2-Northern,2-Second JD,Sexual Abuse,1,POINT (-93.7341955 43.3775678)
2022,19187,Webster,2-Northern,2-Second JD,Sexual Abuse,16,POINT (-94.1817881 42.4279662)
2022,19113,Linn,4-Cedar Rapids,6-SixthJD,Denial of Critical Care (Neglect),702,POINT (-91.5989646 42.0789478)
2022,19155,Pottawattamie,1-Western,4-FourthJD,Child Sex Trafficking,1,POINT (-95.5423935 41.3366123)
2022,19057,Des Moines,3-Eastern,8-Eigth JD,Physical Abuse,34,POINT (-91.1814707 40.9231829)
2022,19159,Ringgold,5-Des Moines,5-FifthJD,Dangerous Substance,7,POINT (-94.2439719 40.7352023)
2022,19101,Jefferson,4-Cedar Rapids,8-Eigth JD,Dangerous Substance,13,POINT (-91.9488774 41.0317596)
2022,19087,Henry,3-Eastern,8-Eigth JD,Sexual Abuse,6,POINT (-91.5445241 40.9879383)
2022,19187,Webster,2-Northern,2-Second JD,Allows Access to Obscene Materials,1,POINT (-94.1817881 42.4279662)
2022,19079,Hamilton,2-Northern,2-Second JD,Physical Abuse,9,POINT (-93.7068085 42.3837722)
2022,19125,Marion,5-Des Moines,5-FifthJD,Physical Abuse,12,POINT (-93.0994367 41.3344515)
2022,19081,Hancock,2-Northern,2-Second JD,Allows Access by Registered Sex Offender,1,POINT (-93.7342723 43.0818861)
2022,19147,Palo Alto,1-Western,3-Third JD,Physical Abuse,3,POINT (-94.6781371 43.0820643)
2022,19085,Harrison,1-Western,4-FourthJD,Denial of Critical Care (Neglect),53,POINT (-95.8169209 41.6828528)
2022,19169,Story,5-Des Moines,2-Second JD,Allows Access by Registered Sex Offender,3,POINT (-93.4650448 42.0362415)
2022,19049,Dallas,5-Des Moines,5-FifthJD,Denial of Critical Care (Neglect),151,POINT (-94.0397374 41.6848862)
2022,19173,Taylor,1-Western,5-FifthJD,Presence of Illegal Drugs in Child's System (PID),2,POINT (-94.6964148 40.7374324)
2022,19005,Allamakee,2-Northern,1-First JD,Sexual Abuse,4,POINT (-91.3780923 43.2842838)
2022,19043,Clayton,2-Northern,1-First JD,Sexual Abuse,2,POINT (-91.3414328 42.8447493)
2022,19029,Cass,1-Western,4-FourthJD,Dangerous Substance,25,POINT (-94.9278266 41.3314876)
2022,19075,Grundy,2-Northern,1-First JD,Denial of Critical Care (Neglect),25,POINT (-92.7914177 42.4018651)
2022,19051,Davis,4-Cedar Rapids,8-Eigth JD,Denial of Critical Care (Neglect),24,POINT (-92.4097173 40.7476891)
2022,19107,Keokuk,4-Cedar Rapids,8-Eigth JD,Presence of Illegal Drugs in Child's System (PID),3,POINT (-92.1786426 41.336465)
2022,19007,Appanoose,4-Cedar Rapids,8-Eigth JD,Allows Access by Registered Sex Offender,1,POINT (-92.8686104 40.7431635)
2022,19105,Jones,4-Cedar Rapids,6-SixthJD,Denial of Critical Care (Neglect),64,POINT (-91.1314352 42.1212397)
2022,19029,Cass,1-Western,4-FourthJD,Denial of Critical Care (Neglect),49,POINT (-94.9278266 41.3314876)
2022,19145,Page,1-Western,4-FourthJD,Physical Abuse,11,POINT (-95.1501747 40.7391444)
2022,19161,Sac,1-Western,2-Second JD,Sexual Abuse,8,POINT (-95.1053946 42.3862604)
2022,19167,Sioux,1-Western,3-Third JD,Dangerous Substance,17,POINT (-96.1778827 43.0826174)
2022,19139,Muscatine,3-Eastern,7-Seventh JD,Mental Injury,2,POINT (-91.1127562 41.4839221)
2022,19023,Butler,2-Northern,2-Second JD,Physical Abuse,6,POINT (-92.7901934 42.7315661)
2022,19097,Jackson,3-Eastern,7-Seventh JD,Sexual Abuse,2,POINT (-90.5742294 42.1717426)
2022,19123,Mahaska,4-Cedar Rapids,8-Eigth JD,Sexual Abuse,12,POINT (-92.6409094 41.3352035)
2022,19169,Story,5-Des Moines,2-Second JD,Physical Abuse,23,POINT (-93.4650448 42.0362415)
2022,19059,Dickinson,1-Western,3-Third JD,Child Sex Trafficking,1,POINT (-95.1508301 43.3779848)
2022,19077,Guthrie,1-Western,5-FifthJD,Dangerous Substance,17,POINT (-94.501055 41.6837548)
2022,19087,Henry,3-Eastern,8-Eigth JD,Physical Abuse,15,POINT (-91.5445241 40.9879383)
2022,19155,Pottawattamie,1-Western,4-FourthJD,Physical Abuse,39,POINT (-95.5423935 41.3366123)
2022,19041,Clay,1-Western,3-Third JD,Denial of Critical Care (Neglect),51,POINT (-95.1509194 43.0825804)
2022,19187,Webster,2-Northern,2-Second JD,Allows Access by Registered Sex Offender,3,POINT (-94.1817881 42.4279662)
2022,19093,Ida,1-Western,3-Third JD,Denial of Critical Care (Neglect),32,POINT (-95.5134962 42.3868747)
2022,19187,Webster,2-Northern,2-Second JD,Denial of Critical Care (Neglect),125,POINT (-94.1817881 42.4279662)
2022,19165,Shelby,1-Western,4-FourthJD,Presence of Illegal Drugs in Child's System (PID),4,POINT (-95.3102113 41.6850926)
2022,19167,Sioux,1-Western,3-Third JD,Allows Access by Registered Sex Offender,4,POINT (-96.1778827 43.0826174)
2022,19053,Decatur,5-Des Moines,5-FifthJD,Sexual Abuse,2,POINT (-93.7862815 40.7376827)
2022,19077,Guthrie,1-Western,5-FifthJD,Physical Abuse,5,POINT (-94.501055 41.6837548)
2022,19043,Clayton,2-Northern,1-First JD,Presence of Illegal Drugs in Child's System (PID),3,POINT (-91.3414328 42.8447493)
2022,19175,Union,5-Des Moines,5-FifthJD,Presence of Illegal Drugs in Child's System (PID),1,POINT (-94.2423792 41.0277304)
2022,19053,Decatur,5-Des Moines,5-FifthJD,Dangerous Substance,4,POINT (-93.7862815 40.7376827)
2022,19115,Louisa,3-Eastern,8-Eigth JD,Denial of Critical Care (Neglect),28,POINT (-91.2596184 41.2185073)
2022,19035,Cherokee,1-Western,3-Third JD,Sexual Abuse,7,POINT (-95.6238055 42.7356226)
2022,19157,Poweshiek,4-Cedar Rapids,8-Eigth JD,Denial of Critical Care (Neglect),70,POINT (-92.5314684 41.6864422)
2022,19115,Louisa,3-Eastern,8-Eigth JD,Presence of Illegal Drugs in Child's System (PID),1,POINT (-91.2596184 41.2185073)
2022,19059,Dickinson,1-Western,3-Third JD,Denial of Critical Care (Neglect),114,POINT (-95.1508301 43.3779848)
2022,19015,Boone,5-Des Moines,2-Second JD,Presence of Illegal Drugs in Child's System (PID),11,POINT (-93.931671 42.0365493)
